u44,u50,u51,u45,u53,u47,u46,u52,u56,u42,u43,u57,u41,u54,u27,u33,u32,u30,u24,u18,u19,u25,u31,u09,u35,u20,u34,u08,u22,u36,u23,u12,u13,u07,u05,u39,u04,u10,u14,u00,u01,u15,u03,u17,u16,u02,u59,u58,u49
0.9745750741054048,0.9714868033459213,0.9449121819958016,0.9386320112464562,0.943696058380511,0.943231022164947,0.9304178925719147,0.9180132251662776,0.918343997295399,0.9201883357554458,0.9196300513579808,0.9150626164141283,0.9180601489691382,0.9172020749049291,0.9207630887928825,0.9215687619352684,0.9194509662069889,0.9180147986387173,0.9185672670333147,0.920837405228096,0.9223612513487732,0.9214283235999794,0.9213647361906466,0.9210432113790434,0.9227199484663179,0.9241042368681162,0.923191128949321,0.923249580871289,0.9236249522258376,0.9230975373749334,0.924703467487972,0.9249367087117959,0.9253436379476886,0.9254339732700433,0.9257766190966614,0.9264148748950016,0.9245922640874555,0.9254704229209681,0.9247890901837367,0.9231608274018758,0.9231753980260713,0.923242873645248,0.9245279823262977,0.9249598330067517,0.9253307165622435,0.925193280252721,0.9184720021269648,0.9189936244175586,0.9195517427963497
0.014930014560176591,0.014692019291874641,0.029776587586254708,0.028483487015849688,0.026652018925133036,0.027464651602588847,0.035665757944009745,0.039994286546007354,0.03975450635606319,0.038291069349509446,0.039062260590381995,0.04127201653524349,0.04027891642043377,0.04127879074328381,0.03974266511237251,0.03980913035440534,0.04146034579434134,0.04235213277969064,0.04229474472785715,0.041321646204090096,0.04094047853603414,0.04117345430562322,0.04094991378500969,0.04147867593064211,0.04042394898143386,0.03987191390833216,0.03972883496812474,0.04009071750639431,0.03968544878744743,0.039580907537865855,0.038805814549256835,0.03845813186093953,0.0380651074137764,0.03801575911410588,0.03788103813227582,0.03755308944032703,0.03847579282885383,0.03816962013698028,0.03926892029139043,0.04007397974638224,0.040163781939020586,0.04009507732438001,0.03945604395479135,0.03907215922227613,0.039086794697582514,0.03958583664063443,0.042904346417124595,0.04266220832444628,0.04262282908987398
0.0019724427231769975,0.0014370293242683579,0.008416965749442357,0.007333818339567326,0.00598013706267704,0.005647850584939708,0.008941973513338019,0.01465227629746205,0.01385299430336038,0.01330822074936627,0.012816354466044327,0.014439776545598505,0.013958830055129415,0.013824377676453128,0.012812295820608914,0.012463419632501367,0.0122917700376614,0.01183871066675925,0.011891072034008745,0.011319071058337543,0.010614823149390565,0.010771748212287503,0.010519817696705736,0.010357475134397847,0.010246431649362554,0.010015159921225435,0.009916313488456984,0.010117411603966722,0.01022577942333686,0.010651338611044813,0.010391287661744015,0.01042011571648314,0.010351158582529227,0.010452164882764018,0.010230856120198566,0.010145356123173566,0.010843392426524724,0.010761149416529097,0.010675139442726383,0.010959906791458175,0.011218246047610382,0.011126307815743102,0.01093523888279474,0.010698111998686291,0.010548683315002857,0.010277733377334604,0.010982606794175741,0.010872165571424695,0.010750907604205821
0.00852246861124152,0.012384148037935633,0.016894264668501482,0.0255506833981267,0.023671785631679113,0.023656475647524506,0.024974375970737928,0.027340211990253195,0.02804850204517734,0.028212374145678173,0.028491333585592752,0.02922559050502943,0.02770210455529855,0.02769475667533382,0.026681950274135887,0.026158688077824774,0.02679691796100824,0.027794357914832903,0.02724691620481945,0.02652187750947631,0.0260834469658019,0.026626473882109623,0.027165532327637815,0.027120637555916705,0.026609670902885556,0.02600868930232644,0.02716372259409748,0.026542290018349884,0.026463819563378035,0.02667021647615606,0.026099430301027224,0.026185043710781206,0.02624009605600598,0.02609810273308661,0.02611148665086389,0.02588667954149741,0.026088550657165775,0.025598807525522824,0.025266850082146474,0.02580528606028393,0.025442573987297445,0.025535741214628555,0.025080734836116395,0.02526989577228586,0.025033805425170922,0.02494314972931013,0.02764104466173466,0.027472001686570272,0.027074520509570814
0.9835132859818989,0.9799502608241029,0.9555215834760299,0.9462256611473391,0.9482969153915793,0.9471607289279156,0.9285103224680552,0.9162352025453772,0.9166481802915124,0.9189736418459661,0.9198983915509523,0.915237402367313,0.9184066767133202,0.9179604787662822,0.9214346671557696,0.9216712710050957,0.9190575285916154,0.9180562414242499,0.9182401420505081,0.9209812654736282,0.9230765625747459,0.9223550039249376,0.9218967702481602,0.9220717383855099,0.9238074281883937,0.9249981463896993,0.9242663228147433,0.9240704204222054,0.9242403198894557,0.9239581552500162,0.9258760912843003,0.9267239258571792,0.9273141773067849,0.9272984626650483,0.9277441164422418,0.928364512734453,0.9272915393300141,0.9288293424582843,0.9276261087440077,0.9266532363564377,0.9266415574826855,0.9269216725224233,0.9282674311388744,0.9289474646763564,0.9293243072901127,0.9291153522707395,0.9227567640631944,0.9231717492972265,0.9237477826980095
0.008192949557060208,0.010242036686466482,0.025752758801212083,0.02503190109586249,0.024076167321017954,0.024973431839870414,0.03802675577993416,0.04219937315923162,0.04135023346492928,0.03951165436740988,0.03910092366444417,0.041966769315036595,0.04068631825665373,0.04149313354149895,0.039790492666265026,0.04022578962706786,0.042330101533832626,0.04308624717620366,0.04331452819604633,0.04200046430745754,0.04101810760480596,0.04119721773840065,0.04116849129479673,0.041326933378204304,0.04023395242927902,0.03979338506719905,0.03962583776897627,0.04023391638332312,0.039872750173501045,0.039674871955393896,0.03857581341509062,0.037877798119775645,0.03738948084572405,0.03738937727288742,0.037046789107031186,0.03672646113078549,0.037372512038899346,0.036660804377685284,0.03816208932079948,0.03854224899368935,0.03862630886488992,0.03840719620153954,0.037698592879687666,0.03712713515529704,0.037076904754947355,0.03750190184019743,0.040906490400778296,0.04071866509837311,0.04067113183178465
0.0015243075294090833,0.0012644077322443317,0.005430645072556449,0.0049253302354020515,0.004146565072174819,0.003954185265998807,0.007549524997229912,0.013338962842906133,0.012383022858868583,0.011902547935014088,0.011310783534209145,0.012736983403091047,0.012448774282995878,0.012348647791225601,0.011384259630047834,0.011058177468607036,0.010972713513108119,0.010566622984205916,0.01061848872665283,0.010038727208596452,0.009426552697532438,0.009575964689906204,0.009411936201892308,0.009197285864754608,0.009073401147897864,0.008879111731813591,0.008834970639107329,0.009065015392202785,0.009194333548522827,0.009633701245470066,0.009354283997669677,0.00927475649969448,0.009185738495408009,0.009298058315777643,0.009112981291982191,0.009039898116734921,0.009601555037756546,0.009434999218607543,0.009420317059735669,0.009574881489509251,0.009746460037176784,0.009666733592292339,0.009496804267356516,0.009266318784769214,0.009113661982754522,0.008883270476137487,0.009388875582180016,0.009296613162601775,0.009193376469132854
0.006769456931631574,0.008543294757186015,0.013295012650201651,0.023817107521396454,0.023480352215227557,0.023911653966215005,0.025913396754780514,0.028226461452485103,0.02961856338468987,0.029612155851610044,0.029689901250394373,0.030058844914559315,0.02845823074702991,0.02819773990099334,0.0273905805479177,0.027044761899229667,0.027639656361443752,0.02829088841534068,0.027826841026793007,0.026979543010318068,0.026478777122915836,0.026871813646755706,0.02752280225515108,0.02740404237153169,0.026885218234429353,0.026329356811287903,0.027272868777173165,0.02663064780226861,0.02669259638852045,0.026733271549120117,0.02619381130293953,0.02612351952335056,0.026110603352082987,0.02601410174628671,0.026096113158744567,0.02586912801802635,0.02573439359333004,0.025074853945422967,0.024791484875457268,0.025229633160363685,0.024985673615247603,0.025004397683744756,0.02453717171408139,0.024659081383577173,0.024485125972185558,0.024499475412925548,0.0269478699538475,0.026812972441798477,0.026387709001072717
0.9596808162369744,0.9553629075801009,0.9257696786204854,0.924968316596442,0.9350235313065925,0.9357488450226161,0.9330852292585847,0.920386751605724,0.9208220827279379,0.92196338756127,0.9189564014649474,0.9145410740490858,0.9172605088161022,0.9157357236180423,0.9194441411274799,0.9212087720807519,0.9198417829136485,0.9177976342551285,0.9189915663054374,0.9204780486764774,0.9211240476785025,0.9198442696123784,0.9204880122168456,0.9193168179594127,0.920885367799718,0.9225937028938772,0.9214358774782773,0.921911874425928,0.9225929458086396,0.9215790046684483,0.9226607837584707,0.9218694869772945,0.9219353183388586,0.922198883650624,0.9223516997078604,0.9230184781238795,0.91995111706613,0.91973139885252,0.919926386944379,0.9171848513369718,0.9172593876360567,0.9169893083730755,0.9181777768480428,0.9182012542563657,0.9185583769642957,0.9185458102266549,0.9112511924556809,0.9119509939230601,0.9124765889168939
0.026344005057174807,0.022894265873356863,0.0371023325955888,0.034935035781133994,0.03169299204456227,0.0322909973029033,0.03214051981363194,0.03674819035604283,0.037297639846146265,0.03648568621162313,0.03923139973835261,0.040319669392780325,0.039807108855375604,0.04109048896479912,0.03981611722036043,0.039253557295737,0.04015007581176578,0.041249491464841095,0.04068350512682137,0.04028685065111029,0.04087997454985798,0.04120538651426023,0.04062375359253229,0.041772404721014414,0.04077508441717214,0.04002662388278199,0.039910561028407635,0.03986683629162714,0.03940950313243807,0.039499948293065155,0.039269851617612705,0.03950000195913711,0.039278566961912155,0.03914981767933245,0.03936659026455215,0.0390263422068512,0.04040687855984889,0.04077614097087701,0.04120090462959893,0.04272576499852585,0.04281824904131992,0.04299859521866544,0.042473635137718166,0.04239205132168924,0.04252201793120637,0.04313901968255178,0.04628402563504273,0.04595402375575607,0.04593173157559009
0.002453674498206843,0.001787298269459095,0.013754009542629954,0.01167111043677634,0.009249219143951068,0.008695509674309309,0.011416877891203006,0.017024775100403747,0.016447930247924517,0.015786930013790758,0.015443280851833196,0.0173991407990481,0.016595266248404225,0.01639487855996552,0.015303263123887878,0.01490670963450261,0.014603029905251546,0.014059205761942875,0.014112836258623553,0.013540363835835761,0.012667308082730004,0.012845700293966578,0.012430730994669008,0.012343648338774224,0.012262502839694331,0.011971250358517847,0.01179767123308508,0.011945937245007839,0.012026411937982633,0.012439753785658939,0.012209244761483263,0.012424218716850594,0.012394038828848155,0.01247449360808543,0.012186849693514062,0.012080144981712242,0.013002921891217217,0.013057200821844674,0.012847993600188583,0.013336685239539793,0.0137344721169395,0.013622056700435469,0.013394075961134252,0.013143095211676538,0.013000683432992719,0.012658006844261535,0.013697066681160708,0.013553325810099335,0.013403175055627787
0.011521504207643831,0.019955528277083235,0.023373979241295723,0.028425537185647505,0.024034257504894387,0.023264648000171553,0.02335737303658081,0.025840282937829483,0.025432347177991334,0.025763996213316098,0.026368917944867135,0.027740115759085714,0.026337116080118142,0.02677890885719314,0.02543647852827147,0.024630960989008212,0.025405111369334224,0.02689366851808744,0.026212092309117568,0.025694736836576318,0.025328669688909188,0.02610464357939448,0.02645750319595357,0.02656712898079888,0.026077044943415544,0.025408422864822866,0.026855890260230032,0.026275352037436632,0.025971139120939356,0.026481293252827578,0.025860119862433757,0.026206292346717758,0.02639207587038095,0.026176805061958113,0.026094860334073183,0.025875034687556833,0.026639082482804208,0.026435259354758378,0.02602471482583329,0.0267526984249626,0.026187891205683596,0.026390039707823602,0.02595451205310458,0.026263599210268506,0.025918921671505186,0.025657163246531556,0.028767715228115748,0.0285416565110843,0.028188504451888294
